order_id,order_number,customer_id,store_id,product_id,order_at,quantity,unit_price,line_subtotal_amount,discount_amount,tax_amount,shipping_amount,total_amount,currency_code,order_status
O0001789,SE-202204-63810,C000439,S00015,P000001,2023-12-29T19:41:50,1,213.16,213.16,0.0,53.29,0.0,266.45,EUR,delivered
O0001790,SE-202204-63810,C000439,S00015,P000005,2023-12-29T19:41:50,2,273.89,547.78,27.39,130.1,3.61,654.1,EUR,delivered
O0001791,SE-202204-63810,C000439,S00015,P000026,2023-12-29T19:41:50,1,861.78,861.78,0.0,215.45,0.0,1077.23,EUR,delivered
O0001792,SE-202308-47145,C000439,S00016,P000097,2023-09-25T15:01:12,1,334.18,334.18,0.0,83.55,11.61,429.34,EUR,delivered
O0001793,SE-202308-47145,C000439,S00016,P000006,2023-09-25T15:01:12,2,379.14,758.28,0.0,189.57,7.44,955.29,EUR,delivered
O0001794,SE-202410-14383,C000439,S00016,P000171,2024-10-03T17:11:33,1,46.3,46.3,0.0,11.58,11.17,69.05,EUR,delivered
O0001795,SE-202311-82047,C000439,S00016,P000122,2024-08-23T11:22:12,2,209.99,419.98,0.0,105.0,4.4,529.38,EUR,delivered
O0001796,SE-202311-82047,C000439,S00016,P000058,2024-08-23T11:22:12,1,52.73,52.73,0.0,13.18,5.92,71.83,EUR,delivered
O0001797,SE-202311-82047,C000439,S00016,P000222,2024-08-23T11:22:12,2,65.45,130.9,0.0,32.73,7.1,170.73,EUR,delivered
O0001798,IT-202204-90228,C000089,S00007,P000077,2024-03-13T08:38:29,2,285.46,570.92,57.09,113.04,4.56,631.43,EUR,delivered
O0001799,IT-202204-90228,C000089,S00007,P000124,2024-03-13T08:38:29,2,31.4,62.8,0.0,13.82,7.41,84.03,EUR,delivered
O0001800,IT-202409-12929,C000089,S00007,P000056,2023-11-04T08:58:29,2,147.67,295.34,0.0,64.97,0.0,360.31,EUR,delivered
O0001801,IT-202409-12929,C000089,S00007,P000091,2023-11-04T08:58:29,3,49.39,148.17,22.23,27.71,0.0,153.65,EUR,delivered
O0001802,NL-202504-71718,C000005,S00010,P000107,2023-11-28T16:55:48,1,125.43,125.43,0.0,26.34,5.76,157.53,EUR,delivered
O0001803,NL-202504-71718,C000005,S00010,P000147,2023-11-28T16:55:48,3,188.29,564.87,0.0,118.62,5.49,688.98,EUR,delivered
O0001804,IT-202307-20827,C000549,S00007,P000037,2024-10-18T18:34:36,1,13.1,13.1,0.66,2.74,0.0,15.18,EUR,delivered
O0001805,IT-202307-20827,C000549,S00007,P000083,2024-10-18T18:34:36,1,112.29,112.29,0.0,24.7,0.0,136.99,EUR,delivered
O0001806,IT-202307-20827,C000549,S00007,P000156,2024-10-18T18:34:36,1,207.68,207.68,10.38,43.41,0.0,240.71,EUR,delivered
O0001807,IT-202202-78258,C000510,S00007,P000053,2024-11-24T20:57:44,4,646.87,2587.48,388.12,483.86,3.71,2686.93,EUR,delivered
O0001808,IT-202309-94943,C000510,S00007,P000074,2024-12-21T15:53:46,1,327.51,327.51,0.0,72.05,0.0,399.56,EUR,delivered
O0001809,IT-202205-60069,C000510,S00007,P000049,2023-05-27T09:16:42,5,302.96,1514.8,0.0,333.26,0.0,1848.06,EUR,delivered
O0001810,IT-202205-60069,C000510,S00007,P000081,2023-05-27T09:16:42,1,206.08,206.08,0.0,45.34,0.0,251.42,EUR,delivered
O0001811,IT-202507-48152,C000510,S00008,P000121,2023-08-07T17:00:26,1,111.35,111.35,0.0,24.5,10.65,146.5,EUR,delivered
O0001812,IT-202507-48152,C000510,S00008,P000027,2023-08-07T17:00:26,1,109.03,109.03,5.45,22.79,10.19,136.56,EUR,delivered
O0001813,IT-202211-64530,C000510,S00007,P000130,2024-10-12T08:18:34,2,48.62,97.24,0.0,21.39,0.0,118.63,EUR,delivered
O0001814,IT-202211-64530,C000510,S00007,P000141,2024-10-12T08:18:34,1,66.2,66.2,3.31,13.84,0.0,76.73,EUR,delivered
O0001815,IT-202411-53058,C000510,S00008,P000021,2024-12-23T15:19:06,2,123.9,247.8,0.0,54.52,10.13,312.45,EUR,delivered
O0001816,IT-202411-53058,C000510,S00008,P000010,2024-12-23T15:19:06,1,50.24,50.24,2.51,10.5,9.11,67.34,EUR,delivered
O0001817,DE-202511-12027,C000715,S00005,P000113,2022-12-17T18:07:45,1,368.31,368.31,0.0,69.98,3.7,441.99,EUR,delivered
O0001818,DE-202511-12027,C000715,S00005,P000014,2022-12-17T18:07:45,1,202.58,202.58,0.0,38.49,0.0,241.07,EUR,delivered
O0001819,DE-202511-12027,C000715,S00005,P000138,2022-12-17T18:07:45,5,39.71,198.55,0.0,37.72,0.0,236.27,EUR,delivered
O0001820,DE-202511-12027,C000715,S00005,P000186,2022-12-17T18:07:45,3,118.73,356.19,17.81,64.29,0.0,402.67,EUR,delivered
O0001821,DE-202307-10451,C000715,S00005,P000138,2022-12-02T17:47:59,1,36.0,36.0,0.0,6.84,7.63,50.47,EUR,delivered
O0001822,DE-202307-10451,C000715,S00005,P000128,2022-12-02T17:47:59,1,146.22,146.22,0.0,27.78,0.0,174.0,EUR,delivered
O0001823,DE-202404-99449,C000715,S00005,P000214,2023-12-08T15:15:56,1,134.73,134.73,6.74,24.32,3.6,155.91,EUR,delivered
O0001824,DE-202404-99449,C000715,S00005,P000120,2023-12-08T15:15:56,3,327.57,982.71,0.0,186.71,6.82,1176.24,EUR,delivered
O0001825,DE-202404-99449,C000715,S00005,P000085,2023-12-08T15:15:56,1,671.74,671.74,0.0,127.63,0.0,799.37,EUR,delivered
O0001826,DE-202409-93202,C000715,S00006,P000151,2024-11-23T11:21:51,4,108.04,432.16,0.0,82.11,4.23,518.5,EUR,delivered
O0001827,DE-202409-93202,C000715,S00006,P000025,2024-11-23T11:21:51,1,584.56,584.56,0.0,111.07,4.5,700.13,EUR,delivered
O0001828,DE-202402-26982,C000715,S00006,P000204,2024-04-04T13:05:25,2,205.51,411.02,0.0,78.09,5.87,494.98,EUR,delivered
O0001829,NL-202507-83218,C000002,S00010,P000116,2025-06-18T15:48:53,2,115.73,231.46,0.0,48.61,6.51,286.58,EUR,delivered
O0001830,NL-202406-95990,C000002,S00010,P000118,2025-02-20T11:53:05,1,81.1,81.1,0.0,17.03,7.77,105.9,EUR,delivered
O0001831,NL-202406-95990,C000002,S00010,P000058,2025-02-20T11:53:05,3,57.86,173.58,0.0,36.45,10.78,220.81,EUR,delivered
O0001832,NL-202505-54601,C000002,S00009,P000147,2024-03-23T12:57:34,2,192.68,385.36,0.0,80.93,0.0,466.29,EUR,delivered
O0001833,NL-202505-54601,C000002,S00009,P000176,2024-03-23T12:57:34,1,29.26,29.26,0.0,6.14,0.0,35.4,EUR,delivered
O0001834,NL-202505-54601,C000002,S00009,P000247,2024-03-23T12:57:34,1,171.13,171.13,8.56,34.14,0.0,196.71,EUR,delivered
O0001835,NL-202410-49176,C000069,S00010,P000249,2025-12-26T09:06:03,1,430.82,430.82,0.0,90.47,10.68,531.97,EUR,delivered
O0001836,NL-202410-49176,C000069,S00010,P000118,2025-12-26T09:06:03,1,84.83,84.83,0.0,17.81,11.1,113.74,EUR,delivered
O0001837,NL-202303-60777,C000069,S00009,P000146,2025-12-10T12:43:01,1,307.73,307.73,0.0,64.62,0.0,372.35,EUR,delivered
O0001838,NL-202303-60777,C000069,S00009,P000153,2025-12-10T12:43:01,1,170.81,170.81,0.0,35.87,0.0,206.68,EUR,delivered
O0001839,FR-202311-63441,C000700,S00003,P000157,2025-02-10T14:50:35,3,169.07,507.21,0.0,101.44,0.0,608.65,EUR,delivered
O0001840,FR-202311-63441,C000700,S00003,P000217,2025-02-10T14:50:35,1,343.41,343.41,0.0,68.68,5.02,417.11,EUR,delivered
O0001841,PL-202504-75143,C000721,S00012,P000018,2025-05-18T19:51:48,1,909.82,909.82,0.0,209.26,5.16,1124.24,EUR,delivered
O0001842,PL-202504-75143,C000721,S00012,P000198,2025-05-18T19:51:48,2,211.86,423.72,21.19,92.58,4.28,499.39,EUR,delivered
O0001843,PL-202504-75143,C000721,S00012,P000014,2025-05-18T19:51:48,1,201.03,201.03,20.1,41.61,6.58,229.12,EUR,delivered
O0001844,PL-202304-35243,C000721,S00011,P000062,2025-11-25T11:39:37,3,300.72,902.16,90.22,186.75,4.88,1003.57,EUR,delivered
O0001845,PL-202304-35243,C000721,S00011,P000094,2025-11-25T11:39:37,5,35.38,176.9,0.0,40.69,4.98,222.57,EUR,delivered
O0001846,PL-202304-35243,C000721,S00011,P000198,2025-11-25T11:39:37,1,210.43,210.43,0.0,48.4,0.0,258.83,EUR,delivered
O0001847,CH-202506-28425,C000369,S00018,P000012,2025-07-21T13:15:30,3,48.8,146.4,0.0,11.71,11.44,169.55,EUR,delivered
O0001848,CH-202506-28425,C000369,S00018,P000198,2025-07-21T13:15:30,1,224.2,224.2,11.21,17.04,7.06,237.09,EUR,delivered
O0001849,CH-202202-85845,C000369,S00017,P000202,2025-08-17T13:19:57,1,147.0,147.0,0.0,11.76,7.84,166.6,EUR,delivered
O0001850,DE-202406-13914,C000236,S00006,P000112,2025-12-16T14:35:33,2,448.56,897.12,44.86,161.93,12.55,1026.74,EUR,delivered
O0001851,DE-202406-13914,C000236,S00006,P000099,2025-12-16T14:35:33,1,55.3,55.3,0.0,10.51,8.31,74.12,EUR,delivered
O0001852,DE-202210-52733,C000236,S00006,P000136,2025-12-22T17:49:36,1,73.15,73.15,7.32,12.51,8.66,87.0,EUR,delivered
O0001853,DE-202210-52733,C000236,S00006,P000118,2025-12-22T17:49:36,1,89.25,89.25,0.0,16.96,11.2,117.41,EUR,delivered
O0001854,DE-202410-57486,C000236,S00006,P000098,2025-11-02T09:30:58,1,126.01,126.01,6.3,22.74,8.87,151.32,EUR,delivered
O0001855,DE-202410-57486,C000236,S00006,P000074,2025-11-02T09:30:58,1,312.65,312.65,0.0,59.4,4.7,376.75,EUR,delivered
O0001856,DE-202203-79084,C000236,S00006,P000040,2025-08-28T09:09:01,2,116.77,233.54,0.0,44.37,11.98,289.89,EUR,delivered
O0001857,DE-202405-58047,C000236,S00006,P000218,2025-08-29T16:31:39,1,139.09,139.09,0.0,26.43,7.73,173.25,EUR,delivered
O0001858,DE-202506-95227,C000236,S00005,P000062,2025-08-16T14:43:43,1,299.77,299.77,0.0,56.96,0.0,356.73,EUR,delivered
O0001859,DE-202506-95227,C000236,S00005,P000043,2025-08-16T14:43:43,3,206.48,619.44,30.97,111.81,7.02,707.3,EUR,delivered
O0001860,DE-202301-85086,C000236,S00006,P000053,2025-12-26T10:57:15,2,671.83,1343.66,67.18,242.53,11.77,1530.78,EUR,delivered
O0001861,DE-202301-85086,C000236,S00006,P000134,2025-12-26T10:57:15,1,510.13,510.13,0.0,96.92,5.2,612.25,EUR,delivered
O0001862,DE-202502-45113,C000236,S00006,P000091,2025-11-27T17:40:29,2,49.78,99.56,0.0,18.92,12.82,131.3,EUR,delivered
O0001863,DE-202511-27332,C000236,S00005,P000214,2025-07-20T09:36:08,1,137.8,137.8,0.0,26.18,0.0,163.98,EUR,delivered
O0001864,SE-202310-68977,C000404,S00015,P000127,2025-10-12T11:48:30,1,428.34,428.34,42.83,96.38,7.56,489.45,EUR,delivered
O0001865,SE-202310-68977,C000404,S00015,P000149,2025-10-12T11:48:30,3,113.95,341.85,34.19,76.92,6.22,390.8,EUR,delivered
O0001866,SE-202205-88845,C000404,S00015,P000075,2025-12-16T15:21:53,5,118.55,592.75,0.0,148.19,7.12,748.06,EUR,delivered
O0001867,SE-202205-88845,C000404,S00015,P000216,2025-12-16T15:21:53,2,39.4,78.8,0.0,19.7,0.0,98.5,EUR,delivered
O0001868,SE-202205-88845,C000404,S00015,P000249,2025-12-16T15:21:53,1,437.22,437.22,21.86,103.84,0.0,519.2,EUR,delivered
O0001869,FR-202512-68921,C000477,S00003,P000189,2025-11-29T20:29:30,1,874.8,874.8,0.0,174.96,7.29,1057.05,EUR,delivered
O0001870,FR-202509-74934,C000477,S00003,P000227,2025-12-30T14:23:30,2,155.52,311.04,0.0,62.21,0.0,373.25,EUR,delivered
O0001871,AT-202203-90397,C000636,S00001,P000032,2024-07-06T16:41:01,3,153.87,461.61,0.0,92.32,5.83,559.76,EUR,delivered
O0001872,AT-202203-90397,C000636,S00001,P000118,2024-07-06T16:41:01,1,79.64,79.64,3.98,15.13,0.0,90.79,EUR,delivered
O0001873,AT-202507-26704,C000636,S00002,P000032,2024-11-04T19:49:44,1,141.74,141.74,0.0,28.35,4.47,174.56,EUR,delivered
O0001874,AT-202507-26704,C000636,S00002,P000064,2024-11-04T19:49:44,2,88.73,177.46,0.0,35.49,11.46,224.41,EUR,delivered
O0001875,AT-202507-26704,C000636,S00002,P000039,2024-11-04T19:49:44,5,448.53,2242.65,112.13,426.1,5.32,2561.94,EUR,delivered
O0001876,AT-202302-24896,C000636,S00002,P000123,2025-10-08T14:19:58,3,154.07,462.21,69.33,78.58,4.1,475.56,EUR,delivered
O0001877,ES-202211-18621,C000621,S00014,P000154,2025-12-12T20:14:13,1,138.97,138.97,0.0,29.18,11.5,179.65,EUR,delivered
O0001878,ES-202211-18621,C000621,S00014,P000247,2025-12-12T20:14:13,5,176.23,881.15,0.0,185.04,7.75,1073.94,EUR,delivered
O0001879,ES-202211-18621,C000621,S00014,P000067,2025-12-12T20:14:13,1,249.67,249.67,12.48,49.81,11.17,298.17,EUR,delivered
O0001880,ES-202211-18621,C000621,S00014,P000202,2025-12-12T20:14:13,1,133.9,133.9,13.39,25.31,4.17,149.99,EUR,delivered
O0001881,ES-202303-66528,C000621,S00013,P000011,2025-04-24T20:15:25,1,188.36,188.36,0.0,39.56,0.0,227.92,EUR,delivered
O0001882,ES-202207-49402,C000621,S00014,P000127,2024-11-14T18:19:19,1,441.58,441.58,0.0,92.73,6.33,540.64,EUR,delivered
O0001883,ES-202212-47242,C000621,S00013,P000182,2025-02-04T14:39:31,2,46.62,93.24,0.0,19.58,7.72,120.54,EUR,delivered
O0001884,ES-202212-47242,C000621,S00013,P000189,2025-02-04T14:39:31,1,816.94,816.94,122.54,145.82,4.99,845.21,EUR,delivered
O0001885,ES-202205-51872,C000621,S00013,P000129,2025-08-26T10:50:44,2,324.61,649.22,0.0,136.34,0.0,785.56,EUR,delivered
O0001886,ES-202204-42279,C000621,S00013,P000171,2024-12-27T13:15:40,1,42.14,42.14,0.0,8.85,0.0,50.99,EUR,delivered
O0001887,ES-202204-42279,C000621,S00013,P000013,2024-12-27T13:15:40,1,126.02,126.02,0.0,26.46,0.0,152.48,EUR,delivered
O0001888,ES-202204-42279,C000621,S00013,P000247,2024-12-27T13:15:40,1,180.78,180.78,0.0,37.96,0.0,218.74,EUR,delivered
O0001889,SE-202401-52493,C000799,S00015,P000206,2025-08-21T11:52:08,1,349.98,349.98,35.0,78.75,0.0,393.73,EUR,delivered
O0001890,SE-202501-87038,C000799,S00016,P000163,2025-12-31T08:17:09,2,283.69,567.38,0.0,141.85,6.74,715.97,EUR,delivered
O0001891,ES-202210-91349,C000565,S00013,P000201,2025-11-23T09:08:20,1,339.16,339.16,0.0,71.22,0.0,410.38,EUR,delivered
O0001892,ES-202312-55253,C000565,S00013,P000241,2025-10-28T11:46:44,4,644.3,2577.2,0.0,541.21,3.54,3121.95,EUR,delivered
O0001893,ES-202506-56916,C000565,S00014,P000241,2025-12-08T14:27:51,2,566.46,1132.92,0.0,237.91,6.2,1377.03,EUR,delivered
O0001894,ES-202502-63807,C000565,S00013,P000180,2025-09-16T16:42:23,3,71.42,214.26,0.0,44.99,0.0,259.25,EUR,delivered
O0001895,ES-202502-63807,C000565,S00013,P000058,2025-09-16T16:42:23,1,52.95,52.95,0.0,11.12,0.0,64.07,EUR,delivered
O0001896,ES-202502-63807,C000565,S00013,P000033,2025-09-16T16:42:23,1,113.99,113.99,5.7,22.74,0.0,131.03,EUR,delivered
O0001897,ES-202508-20137,C000565,S00014,P000127,2025-10-01T19:27:01,1,398.39,398.39,0.0,83.66,10.78,492.83,EUR,delivered
O0001898,ES-202508-20137,C000565,S00014,P000187,2025-10-01T19:27:01,2,22.0,44.0,2.2,8.78,9.39,59.97,EUR,delivered
O0001899,ES-202508-20137,C000565,S00014,P000149,2025-10-01T19:27:01,1,122.13,122.13,0.0,25.65,4.87,152.65,EUR,delivered
O0001900,ES-202301-46837,C000565,S00014,P000243,2025-02-22T11:35:33,1,41.02,41.02,0.0,8.61,8.74,58.37,EUR,delivered
O0001901,ES-202407-88103,C000565,S00013,P000100,2025-09-14T18:37:24,2,141.87,283.74,0.0,59.59,0.0,343.33,EUR,delivered
O0001902,ES-202201-72805,C000565,S00013,P000028,2025-01-23T08:46:40,2,92.46,184.92,0.0,38.83,0.0,223.75,EUR,delivered
O0001903,ES-202201-72805,C000565,S00013,P000169,2025-01-23T08:46:40,1,878.51,878.51,43.93,175.26,7.79,1017.63,EUR,delivered
O0001904,ES-202201-72805,C000565,S00013,P000218,2025-01-23T08:46:40,1,137.07,137.07,0.0,28.78,5.59,171.44,EUR,delivered
O0001905,ES-202201-72805,C000565,S00013,P000112,2025-01-23T08:46:40,2,492.12,984.24,0.0,206.69,0.0,1190.93,EUR,delivered
O0001906,ES-202406-47231,C000565,S00013,P000141,2025-06-14T09:16:24,1,62.63,62.63,0.0,13.15,0.0,75.78,EUR,delivered
O0001907,ES-202406-47231,C000565,S00013,P000237,2025-06-14T09:16:24,3,55.87,167.61,0.0,35.2,0.0,202.81,EUR,delivered
O0001908,ES-202505-56441,C000565,S00014,P000051,2025-02-15T17:50:23,1,13.23,13.23,0.0,2.78,7.94,23.95,EUR,delivered
O0001909,ES-202505-56441,C000565,S00014,P000075,2025-02-15T17:50:23,2,105.38,210.76,10.54,42.05,5.2,247.47,EUR,delivered
O0001910,ES-202505-56441,C000565,S00014,P000233,2025-02-15T17:50:23,1,16.25,16.25,0.0,3.41,10.82,30.48,EUR,delivered
O0001911,ES-202304-71567,C000565,S00014,P000124,2025-11-21T08:43:12,2,28.51,57.02,2.85,11.38,11.55,77.1,EUR,delivered
O0001912,UK-202206-47115,C000609,S00020,P000035,2025-11-03T09:09:16,3,191.91,575.73,0.0,115.15,4.51,695.39,EUR,delivered
O0001913,UK-202206-47115,C000609,S00020,P000093,2025-11-03T09:09:16,1,107.13,107.13,0.0,21.43,12.93,141.49,EUR,delivered
O0001914,UK-202211-83870,C000609,S00019,P000128,2025-12-21T14:40:29,1,137.69,137.69,0.0,27.54,0.0,165.23,EUR,delivered
O0001915,AT-202404-78963,C000392,S00001,P000078,2025-08-23T08:37:05,2,104.05,208.1,0.0,41.62,0.0,249.72,EUR,delivered
O0001916,SE-202402-67367,C000753,S00016,P000156,2025-12-29T14:48:24,2,207.17,414.34,0.0,103.59,11.18,529.11,EUR,delivered
O0001917,SE-202303-54148,C000753,S00015,P000032,2025-10-22T18:25:03,1,137.59,137.59,20.64,29.24,0.0,146.19,EUR,delivered
O0001918,SE-202512-71354,C000753,S00016,P000185,2024-10-02T09:42:23,1,157.36,157.36,0.0,39.34,10.94,207.64,EUR,delivered
O0001919,SE-202512-71354,C000753,S00016,P000208,2024-10-02T09:42:23,1,103.83,103.83,0.0,25.96,7.71,137.5,EUR,delivered
O0001920,SE-202501-81075,C000753,S00015,P000194,2024-10-31T10:31:33,2,96.78,193.56,0.0,48.39,0.0,241.95,EUR,delivered
O0001921,SE-202501-81075,C000753,S00015,P000122,2024-10-31T10:31:33,1,192.36,192.36,0.0,48.09,0.0,240.45,EUR,delivered
O0001922,SE-202405-49705,C000753,S00015,P000061,2024-08-22T20:16:44,1,89.82,89.82,0.0,22.46,0.0,112.28,EUR,delivered
O0001923,SE-202405-49705,C000753,S00015,P000136,2024-08-22T20:16:44,1,71.08,71.08,0.0,17.77,7.18,96.03,EUR,delivered
O0001924,SE-202209-14137,C000753,S00015,P000064,2025-08-10T18:37:51,1,89.31,89.31,4.47,21.21,0.0,106.05,EUR,delivered
O0001925,SE-202502-13212,C000753,S00016,P000210,2025-12-13T20:05:55,1,39.59,39.59,1.98,9.4,5.12,52.13,EUR,delivered
O0001926,SE-202502-13212,C000753,S00016,P000031,2025-12-13T20:05:55,1,35.26,35.26,5.29,7.49,10.08,47.54,EUR,delivered
O0001927,SE-202305-73727,C000753,S00016,P000012,2025-05-05T20:13:18,1,48.93,48.93,0.0,12.23,4.62,65.78,EUR,delivered
O0001928,FR-202202-83710,C000418,S00003,P000057,2023-02-18T13:58:05,1,71.6,71.6,3.58,13.6,0.0,81.62,EUR,delivered
O0001929,FR-202202-83710,C000418,S00003,P000079,2023-02-18T13:58:05,1,62.76,62.76,0.0,12.55,0.0,75.31,EUR,delivered
O0001930,FR-202401-60645,C000418,S00004,P000006,2023-12-15T16:29:33,1,400.99,400.99,0.0,80.2,12.18,493.37,EUR,delivered
O0001931,FR-202406-72102,C000418,S00003,P000014,2024-06-30T18:30:38,2,175.58,351.16,0.0,70.23,5.24,426.63,EUR,delivered
O0001932,FR-202410-92232,C000418,S00004,P000056,2024-11-29T11:15:38,2,151.02,302.04,0.0,60.41,5.66,368.11,EUR,delivered
O0001933,FR-202505-19280,C000418,S00003,P000088,2023-03-10T10:27:48,2,64.16,128.32,12.83,23.1,0.0,138.59,EUR,delivered
O0001934,FR-202505-19280,C000418,S00003,P000236,2023-03-10T10:27:48,1,77.71,77.71,0.0,15.54,6.0,99.25,EUR,delivered
O0001935,FR-202505-19280,C000418,S00003,P000177,2023-03-10T10:27:48,2,93.28,186.56,9.33,35.45,0.0,212.68,EUR,delivered
O0001936,FR-202307-14908,C000418,S00004,P000100,2023-03-03T12:28:18,2,138.2,276.4,0.0,55.28,6.43,338.11,EUR,delivered
O0001937,FR-202307-14908,C000418,S00004,P000151,2023-03-03T12:28:18,1,107.83,107.83,0.0,21.57,9.84,139.24,EUR,delivered
O0001938,FR-202307-14908,C000418,S00004,P000221,2023-03-03T12:28:18,1,101.22,101.22,15.18,17.21,12.28,115.53,EUR,delivered
O0001939,FR-202307-14908,C000418,S00004,P000094,2023-03-03T12:28:18,1,36.57,36.57,1.83,6.95,7.99,49.68,EUR,delivered
O0001940,FR-202311-72976,C000418,S00004,P000248,2025-11-15T17:12:51,1,82.38,82.38,0.0,16.48,11.95,110.81,EUR,delivered
O0001941,FR-202502-85200,C000418,S00004,P000023,2025-12-28T12:39:01,1,158.79,158.79,23.82,26.99,7.2,169.16,EUR,delivered
O0001942,FR-202508-46610,C000418,S00003,P000184,2023-11-17T18:33:19,4,43.52,174.08,0.0,34.82,0.0,208.9,EUR,delivered
O0001943,FR-202508-46610,C000418,S00003,P000247,2023-11-17T18:33:19,1,179.64,179.64,0.0,35.93,0.0,215.57,EUR,delivered
O0001944,ES-202306-41955,C000423,S00013,P000096,2024-10-19T19:51:37,1,35.59,35.59,1.78,7.1,6.06,46.97,EUR,delivered
O0001945,ES-202306-41955,C000423,S00013,P000101,2024-10-19T19:51:37,2,42.95,85.9,0.0,18.04,0.0,103.94,EUR,delivered
O0001946,FR-202407-30286,C000674,S00004,P000200,2025-12-05T19:09:59,3,10.69,32.07,0.0,6.41,9.94,48.42,EUR,delivered
O0001947,FR-202407-30286,C000674,S00004,P000205,2025-12-05T19:09:59,3,26.74,80.22,0.0,16.04,11.3,107.56,EUR,delivered
O0001948,FR-202407-30286,C000674,S00004,P000207,2025-12-05T19:09:59,2,105.19,210.38,0.0,42.08,4.69,257.15,EUR,delivered
O0001949,FR-202305-85563,C000624,S00003,P000235,2025-11-27T15:58:38,1,40.96,40.96,0.0,8.19,0.0,49.15,EUR,delivered
O0001950,FR-202306-70621,C000624,S00003,P000098,2025-11-22T09:24:08,3,132.54,397.62,0.0,79.52,6.74,483.88,EUR,delivered
O0001951,FR-202505-62513,C000624,S00003,P000073,2025-03-13T17:28:00,5,215.42,1077.1,0.0,215.42,0.0,1292.52,EUR,delivered
O0001952,UK-202310-41108,C000222,S00020,P000247,2022-12-24T19:53:06,2,184.65,369.3,0.0,73.86,5.13,448.29,EUR,delivered
O0001953,UK-202310-41108,C000222,S00020,P000099,2022-12-24T19:53:06,3,58.84,176.52,0.0,35.3,9.58,221.4,EUR,delivered
O0001954,UK-202307-17024,C000222,S00019,P000194,2024-11-24T20:50:52,1,100.22,100.22,0.0,20.04,0.0,120.26,EUR,delivered
O0001955,UK-202504-83642,C000222,S00020,P000035,2025-12-12T19:39:40,1,183.12,183.12,9.16,34.79,8.6,217.35,EUR,delivered
O0001956,UK-202504-83642,C000222,S00020,P000022,2025-12-12T19:39:40,2,51.47,102.94,10.29,18.53,9.98,121.16,EUR,delivered
O0001957,UK-202510-91853,C000222,S00019,P000120,2024-12-15T19:52:35,1,304.68,304.68,0.0,60.94,0.0,365.62,EUR,delivered
O0001958,UK-202510-91853,C000222,S00019,P000049,2024-12-15T19:52:35,2,304.92,609.84,0.0,121.97,0.0,731.81,EUR,delivered
O0001959,UK-202510-91853,C000222,S00019,P000234,2024-12-15T19:52:35,2,15.83,31.66,3.17,5.7,0.0,34.19,EUR,delivered
O0001960,UK-202412-64917,C000222,S00019,P000222,2022-12-26T09:49:33,1,57.13,57.13,2.86,10.85,0.0,65.12,EUR,delivered
O0001961,UK-202412-64917,C000222,S00019,P000006,2022-12-26T09:49:33,1,381.64,381.64,0.0,76.33,0.0,457.97,EUR,delivered
O0001962,UK-202301-30387,C000222,S00019,P000058,2023-06-15T09:44:40,1,54.35,54.35,0.0,10.87,0.0,65.22,EUR,delivered
O0001963,UK-202508-66956,C000222,S00020,P000017,2025-07-05T10:14:50,1,63.0,63.0,0.0,12.6,11.09,86.69,EUR,delivered
O0001964,UK-202508-66956,C000222,S00020,P000143,2025-07-05T10:14:50,1,109.13,109.13,0.0,21.83,7.61,138.57,EUR,delivered
O0001965,UK-202502-32912,C000222,S00020,P000142,2023-05-27T17:16:38,1,166.46,166.46,0.0,33.29,10.84,210.59,EUR,delivered
O0001966,UK-202502-32912,C000222,S00020,P000213,2023-05-27T17:16:38,1,171.78,171.78,0.0,34.36,12.64,218.78,EUR,delivered
O0001967,UK-202502-32912,C000222,S00020,P000041,2023-05-27T17:16:38,3,113.92,341.76,0.0,68.35,10.32,420.43,EUR,delivered
O0001968,UK-202509-24806,C000222,S00019,P000007,2023-08-15T11:14:02,2,156.13,312.26,0.0,62.45,0.0,374.71,EUR,delivered
O0001969,UK-202406-55576,C000222,S00019,P000133,2025-11-05T19:56:10,4,40.87,163.48,8.17,31.06,0.0,186.37,EUR,delivered
O0001970,UK-202406-55576,C000222,S00019,P000233,2025-11-05T19:56:10,2,16.23,32.46,4.87,5.52,0.0,33.11,EUR,delivered
O0001971,UK-202406-55576,C000222,S00019,P000013,2025-11-05T19:56:10,1,124.51,124.51,6.23,23.66,0.0,141.94,EUR,delivered
O0001972,UK-202204-29104,C000222,S00019,P000157,2024-04-16T09:34:50,1,162.42,162.42,0.0,32.48,0.0,194.9,EUR,delivered
O0001973,UK-202312-69686,C000222,S00019,P000087,2025-07-06T15:54:37,2,73.16,146.32,0.0,29.26,4.34,179.92,EUR,delivered
O0001974,UK-202202-18439,C000222,S00020,P000179,2023-04-25T14:59:29,1,66.24,66.24,0.0,13.25,9.87,89.36,EUR,delivered
O0001975,UK-202502-23554,C000222,S00019,P000051,2025-12-01T12:46:54,2,14.31,28.62,0.0,5.72,3.15,37.49,EUR,delivered
O0001976,UK-202310-31774,C000222,S00020,P000211,2024-07-31T16:29:14,2,236.95,473.9,0.0,94.78,5.54,574.22,EUR,delivered
O0001977,UK-202310-31774,C000222,S00020,P000043,2024-07-31T16:29:14,1,218.68,218.68,32.8,37.18,10.85,233.91,EUR,delivered
O0001978,UK-202310-31774,C000222,S00020,P000028,2024-07-31T16:29:14,1,90.9,90.9,0.0,18.18,8.24,117.32,EUR,delivered
